sec_id,ticker,name,query_term,entity_name,file_date,headline,source_url,form_type,event_text,event_type
33152,AEE,Ameren Corp.,AEE,Ameren Corp.,2026-02-11,AMEREN CORP  (AEE)  (CIK 0001002910),https://efts.sec.gov/LATEST/search-index?q=%22AEE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, AMEREN CORP  (AEE)  (CIK 0001002910)  2.02 8.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"CHIMERA INVESTMENT CORP  (CIM, CIMN, CIMO, CIMP, CIM-PA, CIM-PB, CIM-PC, CIM-PD)  (CIK 0001409493)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," CHIMERA INVESTMENT CORP  (CIM, CIMN, CIMO, CIMP, CIM-PA, CIM-PB, CIM-PC, CIM-PD)  (CIK 0001409493)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"CID Holdco, Inc.  (DAIC, DAICW)  (CIK 0002033770)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," CID Holdco, Inc.  (DAIC, DAICW)  (CIK 0002033770)  1.01 2.03 3.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,EQUINIX INC  (EQIX)  (CIK 0001101239),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, EQUINIX INC  (EQIX)  (CIK 0001101239)  8.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"Energy Vault Holdings, Inc.  (NRGV)  (CIK 0001828536)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Energy Vault Holdings, Inc.  (NRGV)  (CIK 0001828536)  1.01 8.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"Evergy, Inc.  (EVRG)  (CIK 0001711269)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Evergy, Inc.  (EVRG)  (CIK 0001711269)  1.01 1.02 2.03 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE  (FNMA, FNMAG, FNMAH, FNMAI, FNMAJ, FNMAK, FNMAL, FNMAM, FNMAN, FNMAO, FNMAS, FNMAT, FNMFM, FNMFN)  (CIK 0000310522)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE  (FNMA, FNMAG, FNMAH, FNMAI, FNMAJ, FNMAK, FNMAL, FNMAM, FNMAN, FNMAO, FNMAS, FNMAT, FNMFM, FNMFN)  (CIK 0000310522)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,GETTY REALTY CORP /MD/  (GTY)  (CIK 0001052752),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, GETTY REALTY CORP /MD/  (GTY)  (CIK 0001052752)  7.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,MCDONALDS CORP  (MCD)  (CIK 0000063908),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, MCDONALDS CORP  (MCD)  (CIK 0000063908)  2.02 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"MILLERKNOLL, INC.  (MLKN)  (CIK 0000066382)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," MILLERKNOLL, INC.  (MLKN)  (CIK 0000066382)  1.01 2.03 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"MSA Safety Inc  (MSA, MNESP)  (CIK 0000066570)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," MSA Safety Inc  (MSA, MNESP)  (CIK 0000066570)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,"NABORS INDUSTRIES LTD  (NBR, NBRWF)  (CIK 0001163739)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," NABORS INDUSTRIES LTD  (NBR, NBRWF)  (CIK 0001163739)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452)  2.02 7.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-11,WORLD OMNI AUTO RECEIVABLES LLC  (CIK 0001083199) World Omni Auto Receivables Trust 2026-A  (CIK 0002104367),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, WORLD OMNI AUTO RECEIVABLES LLC  (CIK 0001083199) World Omni Auto Receivables Trust 2026-A  (CIK 0002104367)  1.01 8.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,Anterix Inc.  (ATEX)  (CIK 0001304492),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, Anterix Inc.  (ATEX)  (CIK 0001304492)  2.02 7.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"BankUnited, Inc.  (BKU)  (CIK 0001504008)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," BankUnited, Inc.  (BKU)  (CIK 0001504008)  7.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"CULLEN/FROST BANKERS, INC.  (CFR, CFR-PB)  (CIK 0000039263)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," CULLEN/FROST BANKERS, INC.  (CFR, CFR-PB)  (CIK 0000039263)  7.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"Crane NXT, Co.  (CXT)  (CIK 0000025445)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Crane NXT, Co.  (CXT)  (CIK 0000025445)  2.02 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,DARLING INGREDIENTS INC.  (DAR)  (CIK 0000916540),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, DARLING INGREDIENTS INC.  (DAR)  (CIK 0000916540)  2.02 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,EQUINIX INC  (EQIX)  (CIK 0001101239),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, EQUINIX INC  (EQIX)  (CIK 0001101239)  8.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"GLADSTONE INVESTMENT CORPORATION\DE  (GAIN, GAINI, GAINN, GAINZ)  (CIK 0001321741)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," GLADSTONE INVESTMENT CORPORATION\DE  (GAIN, GAINI, GAINN, GAINZ)  (CIK 0001321741)  1.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,HUMANA INC  (HUM)  (CIK 0000049071),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, HUMANA INC  (HUM)  (CIK 0000049071)  2.02 7.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"HeartCore Enterprises, Inc.  (HTCR)  (CIK 0001892322)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," HeartCore Enterprises, Inc.  (HTCR)  (CIK 0001892322)  2.02 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,Ingredion Inc  (INGR)  (CIK 0001046257),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, Ingredion Inc  (INGR)  (CIK 0001046257)  8.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"Local Bounti Corporation/DE  (LOCL, LOCLW)  (CIK 0001840780)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Local Bounti Corporation/DE  (LOCL, LOCLW)  (CIK 0001840780)  3.01 7.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"NABORS INDUSTRIES LTD  (NBR, NBRWF)  (CIK 0001163739)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," NABORS INDUSTRIES LTD  (NBR, NBRWF)  (CIK 0001163739)  2.02 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,NISOURCE INC.  (NI)  (CIK 0001111711),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, NISOURCE INC.  (NI)  (CIK 0001111711)  2.02 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"Noble Corp plc  (NE, NE-WT, NE-WTA)  (CIK 0001895262)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Noble Corp plc  (NE, NE-WT, NE-WTA)  (CIK 0001895262)  2.02 7.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"PRUDENTIAL FINANCIAL INC  (PFH, PRH, PRS, PRU)  (CIK 0001137774)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," PRUDENTIAL FINANCIAL INC  (PFH, PRH, PRS, PRU)  (CIK 0001137774)  5.02 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,RYDER SYSTEM INC  (R)  (CIK 0000085961),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, RYDER SYSTEM INC  (R)  (CIK 0000085961)  2.02 7.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,TERADATA CORP /DE/  (TDC)  (CIK 0000816761),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, TERADATA CORP /DE/  (TDC)  (CIK 0000816761)  1.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,TRACTOR SUPPLY CO /DE/  (TSCO)  (CIK 0000916365),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, TRACTOR SUPPLY CO /DE/  (TSCO)  (CIK 0000916365)  5.02 8.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,"Tempest Therapeutics, Inc.  (TPST)  (CIK 0001544227)",https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Tempest Therapeutics, Inc.  (TPST)  (CIK 0001544227)  7.01 9.01",other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,Tronox Holdings plc  (TROX)  (CIK 0001530804),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, Tronox Holdings plc  (TROX)  (CIK 0001530804)  5.02 8.01 9.01,other
35701,DE,Deere & Co.,DE,Deere & Co.,2026-02-11,Worksport Ltd  (WKSP)  (CIK 0001096275),https://efts.sec.gov/LATEST/search-index?q=%22DE%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, Worksport Ltd  (WKSP)  (CIK 0001096275)  7.01 9.01,other
36672,FDX,Fedex Corp,Fedex,Fedex Corp,2026-02-11,"Aurora Innovation, Inc.  (AUR, AUROW)  (CIK 0001828108)",https://efts.sec.gov/LATEST/search-index?q=%22Fedex%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Aurora Innovation, Inc.  (AUR, AUROW)  (CIK 0001828108)  2.02 9.01",other
40039,MSI,Motorola Solutions Inc,MSI,Motorola Solutions Inc,2026-02-11,"Motorola Solutions, Inc.  (MSI)  (CIK 0000068505)",https://efts.sec.gov/LATEST/search-index?q=%22MSI%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Motorola Solutions, Inc.  (MSI)  (CIK 0000068505)  2.02 9.01",other
43205,TGT,Target Corp,TGT,Target Corp,2026-02-11,TARGET CORP  (TGT)  (CIK 0000027419),https://efts.sec.gov/LATEST/search-index?q=%22TGT%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, TARGET CORP  (TGT)  (CIK 0000027419)  2.02 9.01,other
64278,CRH,CRH Plc,CRH,CRH Plc,2026-02-11,MARTIN MARIETTA MATERIALS INC  (MLM)  (CIK 0000916076),https://efts.sec.gov/LATEST/search-index?q=%22CRH%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, MARTIN MARIETTA MATERIALS INC  (MLM)  (CIK 0000916076)  2.02 7.01 9.01,other
3752951,MOAT,VanEck Morningstar Wide Moat ETF,MOAT,VanEck Morningstar Wide Moat ETF,2026-02-11,"REDWOOD TRUST INC  (RWT, RWTN, RWTO, RWTP, RWTQ, RWT-PA)  (CIK 0000930236)",https://efts.sec.gov/LATEST/search-index?q=%22MOAT%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," REDWOOD TRUST INC  (RWT, RWTN, RWTO, RWTP, RWTQ, RWT-PA)  (CIK 0000930236)  2.02 7.01 9.01",other
7036662,JXN,Jackson Financial Inc,JXN,Jackson Financial Inc,2026-02-11,"Jackson Financial Inc.  (JXN, JXN-PA)  (CIK 0001822993)",https://efts.sec.gov/LATEST/search-index?q=%22JXN%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Jackson Financial Inc.  (JXN, JXN-PA)  (CIK 0001822993)  8.01 9.01",other
8126151,PSA,Public Storage,PSA,Public Storage,2026-02-11,BMO 2026-C14 Mortgage Trust  (CIK 0002061932),https://efts.sec.gov/LATEST/search-index?q=%22PSA%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, BMO 2026-C14 Mortgage Trust  (CIK 0002061932)  9.01,other
34909,CTAS,Cintas Corporation,CTAS,Cintas Corporation,2026-02-12,"ALNYLAM PHARMACEUTICALS, INC.  (ALNY)  (CIK 0001178670)",https://efts.sec.gov/LATEST/search-index?q=%22CTAS%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," ALNYLAM PHARMACEUTICALS, INC.  (ALNY)  (CIK 0001178670)  2.02 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"AFFILIATED MANAGERS GROUP, INC.  (AMG, MGR, MGRB, MGRD, MGRE)  (CIK 0001004434)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," AFFILIATED MANAGERS GROUP, INC.  (AMG, MGR, MGRB, MGRD, MGRE)  (CIK 0001004434)  2.02 8.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,AMERICAN HONDA RECEIVABLES LLC  (CIK 0000890975) Honda Auto Receivables 2026-1 Owner Trust  (CIK 0002100818),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, AMERICAN HONDA RECEIVABLES LLC  (CIK 0000890975) Honda Auto Receivables 2026-1 Owner Trust  (CIK 0002100818)  1.01 8.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"ASHFORD HOSPITALITY TRUST INC  (AHT, AHT-PD, AHT-PF, AHT-PG, AHT-PH, AHT-PI)  (CIK 0001232582)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," ASHFORD HOSPITALITY TRUST INC  (AHT, AHT-PD, AHT-PF, AHT-PG, AHT-PH, AHT-PI)  (CIK 0001232582)  2.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"CITIGROUP INC  (C, C-PN, C-PR)  (CIK 0000831001)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," CITIGROUP INC  (C, C-PN, C-PR)  (CIK 0000831001)  5.03 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,EXELON CORP  (EXC)  (CIK 0001109357) BALTIMORE GAS & ELECTRIC CO  (CIK 0000009466) COMMONWEALTH EDISON Co  (CIK 0000022606) PEPCO HOLDINGS LLC  (CIK 0001135971) PECO ENERGY CO  (CIK 0000078100) POTOMAC ELECTRIC POWER CO  (CIK 0000079732) ATLANTIC CITY ELECTRIC CO  (CIK 0000008192) DELMARVA POWER & LIGHT CO /DE/  (CIK 0000027879),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, EXELON CORP  (EXC)  (CIK 0001109357) BALTIMORE GAS & ELECTRIC CO  (CIK 0000009466) COMMONWEALTH EDISON Co  (CIK 0000022606) PEPCO HOLDINGS LLC  (CIK 0001135971) PECO ENERGY CO  (CIK 0000078100) POTOMAC ELECTRIC POWER CO  (CIK 0000079732) ATLANTIC CITY ELECTRIC CO  (CIK 0000008192) DELMARVA POWER & LIGHT CO /DE/  (CIK 0000027879)  2.02 7.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"FS Credit Real Estate Income Trust, Inc.  (CIK 0001690536)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," FS Credit Real Estate Income Trust, Inc.  (CIK 0001690536)  1.01 2.03 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,GMF Leasing LLC  (CIK 0001631055) GM Financial Automobile Leasing Trust 2026-1  (CIK 0002100562),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, GMF Leasing LLC  (CIK 0001631055) GM Financial Automobile Leasing Trust 2026-1  (CIK 0002100562)  8.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,HYUNDAI ABS FUNDING LLC  (CIK 0001260125) Hyundai Auto Receivables Trust 2026-A  (CIK 0002104134),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, HYUNDAI ABS FUNDING LLC  (CIK 0001260125) Hyundai Auto Receivables Trust 2026-A  (CIK 0002104134)  1.01 8.01 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"Onconetix, Inc.  (ONCO)  (CIK 0001782107)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," Onconetix, Inc.  (ONCO)  (CIK 0001782107)  1.01 8.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"SOLV Energy, Inc.  (MWH)  (CIK 0002065636)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," SOLV Energy, Inc.  (MWH)  (CIK 0002065636)  1.01 3.02 3.03 5.02 5.03 8.01 9.01",other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,VAIL RESORTS INC  (MTN)  (CIK 0000812011),https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K, VAIL RESORTS INC  (MTN)  (CIK 0000812011)  1.01 2.03 9.01,other
34926,C,Citigroup Inc,C,Citigroup Inc,2026-02-12,"VerifyMe, Inc.  (VRME)  (CIK 0001104038)",https://efts.sec.gov/LATEST/search-index?q=%22C%22&forms=8-K&dateRange=custom&startdt=2026-02-11&enddt=2026-02-20,8-K," VerifyMe, Inc.  (VRME)  (CIK 0001104038)  1.01 1.02 5.02 7.01 9.01",other
